material_id,formula_pretty,formation_energy_per_atom,energy_above_hull,is_gap_direct,band_gap,spacegroup_number,structure,formula,composition,is_GGA_U
mp-1113622,Cs2AgIrF6,-2.0943399221666823,0.0658742593333343,True,1.3698,225,"Full Formula (Cs2 Ag1 Ir1 F6)
Reduced Formula: Cs2AgIrF6
abc   :   6.414924   6.414924   6.414924
angles:  60.000000  60.000000  60.000000
pbc   :       True       True       True
Sites (10)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Cs    0.75      0.75      0.75             0
  1  Cs    0.25      0.25      0.25             0
  2  Ag    0.5       0.5       0.5             -0
  3  Ir    0         0         0               -0
  4  F     0.773358  0.226642  0.226642        -0
  5  F     0.226642  0.226642  0.773358        -0
  6  F     0.226642  0.773358  0.773358        -0
  7  F     0.226642  0.773358  0.226642        -0
  8  F     0.773358  0.226642  0.773358        -0
  9  F     0.773358  0.773358  0.226642        -0",Cs2AgIrF6,Cs2 Ag1 Ir1 F6,0
mp-1113243,Cs2AgMoBr6,-1.3827575080977013,0.0543625616249938,True,0.5337000000000001,225,"Full Formula (Cs2 Ag1 Mo1 Br6)
Reduced Formula: Cs2AgMoBr6
abc   :   7.817320   7.817320   7.817320
angles:  60.000000  60.000000  60.000000
pbc   :       True       True       True
Sites (10)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Cs    0.75      0.75      0.75         0.003
  1  Cs    0.25      0.25      0.25         0.003
  2  Ag    0.5       0.5       0.5         -0.012
  3  Mo    0         0         0            2.478
  4  Br    0.761694  0.238306  0.238306     0.017
  5  Br    0.238306  0.238306  0.761694     0.017
  6  Br    0.238306  0.761694  0.761694     0.017
  7  Br    0.238306  0.761694  0.238306     0.017
  8  Br    0.761694  0.238306  0.761694     0.017
  9  Br    0.761694  0.761694  0.238306     0.017",Cs2AgMoBr6,Cs2 Ag1 Mo1 Br6,0
mp-1113232,Cs2AgMoCl6,-1.456455994166666,0.0434381183333343,True,0.9531,225,"Full Formula (Cs2 Ag1 Mo1 Cl6)
Reduced Formula: Cs2AgMoCl6
abc   :   7.444423   7.444423   7.444423
angles:  60.000000  60.000000  60.000000
pbc   :       True       True       True
Sites (10)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Cs    0.75      0.75      0.75         0.002
  1  Cs    0.25      0.25      0.25         0.002
  2  Ag    0.5       0.5       0.5         -0.007
  3  Mo    0         0         0            2.465
  4  Cl    0.764394  0.235606  0.235606     0.019
  5  Cl    0.235606  0.235606  0.764394     0.019
  6  Cl    0.235606  0.764394  0.764394     0.019
  7  Cl    0.235606  0.764394  0.235606     0.019
  8  Cl    0.764394  0.235606  0.764394     0.019
  9  Cl    0.764394  0.764394  0.235606     0.019",Cs2AgMoCl6,Cs2 Ag1 Mo1 Cl6,0
mp-1113226,Cs2AgMoF6,-2.605894439597701,0.0,True,2.7943,225,"Full Formula (Cs2 Ag1 Mo1 F6)
Reduced Formula: Cs2AgMoF6
abc   :   6.490178   6.490178   6.490178
angles:  59.999999  59.999999  60.000000
pbc   :       True       True       True
Sites (10)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Cs    0.25      0.25      0.25        -0
  1  Cs    0.75      0.75      0.75        -0
  2  Ag    0.5       0.5       0.5         -0.004
  3  Mo    0         0         0            2.764
  4  F     0.227605  0.772395  0.227605     0.023
  5  F     0.772395  0.772395  0.227605     0.023
  6  F     0.772395  0.227605  0.772395     0.023
  7  F     0.772395  0.227605  0.227605     0.023
  8  F     0.227605  0.772395  0.772395     0.023
  9  F     0.227605  0.227605  0.772395     0.023",Cs2AgMoF6,Cs2 Ag1 Mo1 F6,1
mp-1112943,Cs2AgSbBr6,-1.4590152970977008,0.0119561383125024,False,1.1916000000000002,225,"Full Formula (Cs2 Ag1 Sb1 Br6)
Reduced Formula: Cs2AgSbBr6
abc   :   8.045819   8.045819   8.045819
angles:  60.000000  60.000000  60.000000
pbc   :       True       True       True
Sites (10)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Cs    0.75      0.75      0.75            -0
  1  Cs    0.25      0.25      0.25            -0
  2  Ag    0.5       0.5       0.5              0
  3  Sb    0         0         0               -0
  4  Br    0.751554  0.248446  0.248446        -0
  5  Br    0.248446  0.248446  0.751554        -0
  6  Br    0.248446  0.751554  0.751554        -0
  7  Br    0.248446  0.751554  0.248446        -0
  8  Br    0.751554  0.248446  0.751554        -0
  9  Br    0.751554  0.751554  0.248446        -0",Cs2AgSbBr6,Cs2 Ag1 Sb1 Br6,0
mp-1112940,Cs2AgSbCl6,-1.6529799450977016,0.0,False,1.6624,225,"Full Formula (Cs2 Ag1 Sb1 Cl6)
Reduced Formula: Cs2AgSbCl6
abc   :   7.673241   7.673241   7.673241
angles:  60.000000  60.000000  60.000000
pbc   :       True       True       True
Sites (10)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Cs    0.75      0.75      0.75            -0
  1  Cs    0.25      0.25      0.25            -0
  2  Ag    0.5       0.5       0.5              0
  3  Sb    0         0         0               -0
  4  Cl    0.753603  0.246397  0.246397         0
  5  Cl    0.246397  0.246397  0.753603         0
  6  Cl    0.246397  0.753603  0.753603         0
  7  Cl    0.246397  0.753603  0.246397         0
  8  Cl    0.753603  0.246397  0.753603         0
  9  Cl    0.753603  0.753603  0.246397         0",Cs2AgSbCl6,Cs2 Ag1 Sb1 Cl6,0
mp-1113227,Cs2AgSbF6,-2.532991237597701,0.0890335843333325,False,2.3185,225,"Full Formula (Cs2 Ag1 Sb1 F6)
Reduced Formula: Cs2AgSbF6
abc   :   6.666980   6.666981   6.666981
angles:  59.999999  59.999999  59.999999
pbc   :       True       True       True
Sites (10)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Cs    0.25      0.25      0.25            -0
  1  Cs    0.75      0.75      0.75            -0
  2  Ag    0.5       0.5       0.5              0
  3  Sb    0         0         0                0
  4  F     0.234569  0.765431  0.234569         0
  5  F     0.765431  0.765431  0.234569         0
  6  F     0.765431  0.234569  0.765431         0
  7  F     0.765431  0.234569  0.234569         0
  8  F     0.234569  0.765431  0.765431         0
  9  F     0.234569  0.234569  0.765431         0",Cs2AgSbF6,Cs2 Ag1 Sb1 F6,0
mp-1112941,Cs2AgSbI6,-1.0768699970977014,0.0282357613125001,False,0.4386999999999998,225,"Full Formula (Cs2 Ag1 Sb1 I6)
Reduced Formula: Cs2AgSbI6
abc   :   8.583078   8.583078   8.583078
angles:  60.000000  60.000000  60.000000
pbc   :       True       True       True
Sites (10)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Cs    0.75      0.75      0.75            -0
  1  Cs    0.25      0.25      0.25            -0
  2  Ag    0.5       0.5       0.5              0
  3  Sb    0         0         0               -0
  4  I     0.749255  0.250745  0.250745        -0
  5  I     0.250745  0.250745  0.749255        -0
  6  I     0.250745  0.749255  0.749255        -0
  7  I     0.250745  0.749255  0.250745        -0
  8  I     0.749255  0.250745  0.749255        -0
  9  I     0.749255  0.749255  0.250745        -0",Cs2AgSbI6,Cs2 Ag1 Sb1 I6,0
mp-989570,Cs2CaSnCl6,-2.210384595431035,0.0159319999999993,True,3.6131,225,"Full Formula (Cs2 Ca1 Sn1 Cl6)
Reduced Formula: Cs2CaSnCl6
abc   :   7.868404   7.868404   7.868404
angles:  60.000000  60.000000  60.000000
pbc   :       True       True       True
Sites (10)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Cs    0.25      0.25      0.25            -0
  1  Cs    0.75      0.75      0.75            -0
  2  Ca    0.5       0.5       0.5              0
  3  Sn    0         0         0                0
  4  Cl    0.254692  0.745308  0.745308        -0
  5  Cl    0.254692  0.745308  0.254692        -0
  6  Cl    0.745308  0.254692  0.745308        -0
  7  Cl    0.745308  0.745308  0.254692        -0
  8  Cl    0.254692  0.254692  0.745308        -0
  9  Cl    0.745308  0.254692  0.254692        -0",Cs2CaSnCl6,Cs2 Ca1 Sn1 Cl6,0
mp-1113262,Cs2CeAgBr6,-1.939149368097701,0.0,False,2.6247,225,"Full Formula (Cs2 Ce1 Ag1 Br6)
Reduced Formula: Cs2CeAgBr6
abc   :   8.194328   8.194328   8.194328
angles:  60.000000  60.000000  60.000000
pbc   :       True       True       True
Sites (10)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Cs    0.75      0.75      0.75         0
  1  Cs    0.25      0.25      0.25         0
  2  Ce    0.5       0.5       0.5          0.989
  3  Ag    0         0         0           -0.004
  4  Br    0.750636  0.249364  0.249364    -0.006
  5  Br    0.249364  0.249364  0.750636    -0.006
  6  Br    0.249364  0.750636  0.750636    -0.006
  7  Br    0.249364  0.750636  0.249364    -0.006
  8  Br    0.750636  0.249364  0.750636    -0.006
  9  Br    0.750636  0.750636  0.249364    -0.006",Cs2CeAgBr6,Cs2 Ce1 Ag1 Br6,0
mp-1113570,Cs2CeAgCl6,-2.183924164097701,0.0258821138333313,False,2.9041,225,"Full Formula (Cs2 Ce1 Ag1 Cl6)
Reduced Formula: Cs2CeAgCl6
abc   :   7.815639   7.815639   7.815639
angles:  60.000000  60.000000  60.000000
pbc   :       True       True       True
Sites (10)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Cs    0.75      0.75      0.75         0
  1  Cs    0.25      0.25      0.25         0
  2  Ce    0.5       0.5       0.5          0.982
  3  Ag    0         0         0           -0.004
  4  Cl    0.748976  0.251024  0.251024    -0.006
  5  Cl    0.251024  0.251024  0.748976    -0.006
  6  Cl    0.251024  0.748976  0.748976    -0.006
  7  Cl    0.251024  0.748976  0.251024    -0.006
  8  Cl    0.748976  0.251024  0.748976    -0.006
  9  Cl    0.748976  0.748976  0.251024    -0.006",Cs2CeAgCl6,Cs2 Ce1 Ag1 Cl6,0
mp-1113538,Cs2CeAgF6,-3.150423073597701,0.1006832697083348,False,0.0,225,"Full Formula (Cs2 Ce1 Ag1 F6)
Reduced Formula: Cs2CeAgF6
abc   :   6.775483   6.775483   6.775483
angles:  60.000000  60.000000  60.000000
pbc   :       True       True       True
Sites (10)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Cs    0.25      0.25      0.25         0.001
  1  Cs    0.75      0.75      0.75         0.001
  2  Ce    0         0         0            0.966
  3  Ag    0.5       0.5       0.5         -0.002
  4  F     0.239555  0.760445  0.760445    -0.005
  5  F     0.760445  0.760445  0.239555    -0.005
  6  F     0.760445  0.239555  0.239555    -0.005
  7  F     0.760445  0.239555  0.760445    -0.005
  8  F     0.239555  0.760445  0.239555    -0.005
  9  F     0.239555  0.239555  0.760445    -0.005",Cs2CeAgF6,Cs2 Ce1 Ag1 F6,0
mp-1113271,Cs2CeAgI6,-1.4853818700977015,0.0121838437500017,False,0.2136,225,"Full Formula (Cs2 Ce1 Ag1 I6)
Reduced Formula: Cs2CeAgI6
abc   :   8.746180   8.746180   8.746180
angles:  60.000000  60.000000  60.000000
pbc   :       True       True       True
Sites (10)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Cs    0.75      0.75      0.75         0
  1  Cs    0.25      0.25      0.25         0
  2  Ce    0.5       0.5       0.5          1
  3  Ag    0         0         0           -0.004
  4  I     0.753076  0.246924  0.246924    -0.007
  5  I     0.246924  0.246924  0.753076    -0.007
  6  I     0.246924  0.753076  0.753076    -0.007
  7  I     0.246924  0.753076  0.246924    -0.007
  8  I     0.753076  0.246924  0.753076    -0.007
  9  I     0.753076  0.753076  0.246924    -0.007",Cs2CeAgI6,Cs2 Ce1 Ag1 I6,0
mp-1113363,Cs2CeCuCl6,-1.9767874334999789,0.0742370970000259,False,1.6740999999999997,225,"Full Formula (Cs2 Ce1 Cu1 Cl6)
Reduced Formula: Cs2CeCuCl6
abc   :   7.572547   7.572547   7.572547
angles:  60.000000  60.000000  60.000000
pbc   :       True       True       True
Sites (10)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Cs    0.25      0.25      0.25         0
  1  Cs    0.75      0.75      0.75         0
  2  Ce    0.5       0.5       0.5          0.992
  3  Cu    0         0         0           -0.015
  4  Cl    0.242419  0.242419  0.757581    -0.006
  5  Cl    0.242419  0.757581  0.757581    -0.006
  6  Cl    0.757581  0.757581  0.242419    -0.006
  7  Cl    0.242419  0.757581  0.242419    -0.006
  8  Cl    0.757581  0.242419  0.757581    -0.006
  9  Cl    0.757581  0.242419  0.242419    -0.006",Cs2CeCuCl6,Cs2 Ce1 Cu1 Cl6,0
mp-1113362,Cs2CeCuI6,-1.4239721679310349,0.0538132787499998,False,0.2059999999999999,225,"Full Formula (Cs2 Ce1 Cu1 I6)
Reduced Formula: Cs2CeCuI6
abc   :   8.535104   8.535104   8.535104
angles:  60.000000  60.000000  60.000000
pbc   :       True       True       True
Sites (10)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Cs    0.25      0.25      0.25         0
  1  Cs    0.75      0.75      0.75         0
  2  Ce    0.5       0.5       0.5          1.007
  3  Cu    0         0         0           -0.01
  4  I     0.240155  0.240155  0.759845    -0.008
  5  I     0.240155  0.759845  0.759845    -0.008
  6  I     0.759845  0.759845  0.240155    -0.008
  7  I     0.240155  0.759845  0.240155    -0.008
  8  I     0.759845  0.240155  0.759845    -0.008
  9  I     0.759845  0.240155  0.240155    -0.008",Cs2CeCuI6,Cs2 Ce1 Cu1 I6,0
mp-1113539,Cs2CoAgF6,-2.322123996597701,0.0431195918749987,False,1.8768,225,"Full Formula (Cs2 Co1 Ag1 F6)
Reduced Formula: Cs2CoAgF6
abc   :   6.325734   6.325734   6.325734
angles:  60.000000  59.999999  59.999998
pbc   :       True       True       True
Sites (10)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Cs    0.25      0.25      0.25            -0
  1  Cs    0.75      0.75      0.75            -0
  2  Co    0         0         0               -0
  3  Ag    0.5       0.5       0.5              0
  4  F     0.220418  0.779582  0.220418         0
  5  F     0.779582  0.779582  0.220418         0
  6  F     0.779582  0.220418  0.779582         0
  7  F     0.779582  0.220418  0.220418         0
  8  F     0.220418  0.779582  0.779582         0
  9  F     0.220418  0.220418  0.779582         0",Cs2CoAgF6,Cs2 Co1 Ag1 F6,1
mp-1112601,Cs2CoHgF6,-2.124031780681036,0.3013184423750017,False,0.0,225,"Full Formula (Cs2 Co1 Hg1 F6)
Reduced Formula: Cs2CoHgF6
abc   :   5.893189   5.893189   5.893189
angles:  59.999999  59.999997  59.999994
pbc   :       True       True       True
Sites (10)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Cs    0.25      0.25      0.25         0.006
  1  Cs    0.75      0.75      0.75         0.006
  2  Co    0         0         0            0.747
  3  Hg    0.5       0.5       0.5          0.193
  4  F     0.225288  0.774712  0.225288    -0.006
  5  F     0.774712  0.774712  0.225288    -0.006
  6  F     0.774712  0.225288  0.774712    -0.006
  7  F     0.774712  0.225288  0.225288    -0.006
  8  F     0.225288  0.774712  0.774712    -0.006
  9  F     0.225288  0.225288  0.774712    -0.006",Cs2CoHgF6,Cs2 Co1 Hg1 F6,1
mp-1112592,Cs2CrHgF6,-2.594808881681036,0.1191801640416629,False,0.0,225,"Full Formula (Cs2 Cr1 Hg1 F6)
Reduced Formula: Cs2CrHgF6
abc   :   6.674450   6.674450   6.674450
angles:  59.999995  59.999998  59.999999
pbc   :       True       True       True
Sites (10)
  #  SP          a        b        c    magmom
---  ----  -------  -------  -------  --------
  0  Cs    0.25     0.25     0.25        0.004
  1  Cs    0.75     0.75     0.75        0.004
  2  Cr    0        0        0           2.765
  3  Hg    0.5      0.5      0.5         0.367
  4  F     0.19768  0.80232  0.19768     0.028
  5  F     0.80232  0.80232  0.19768     0.028
  6  F     0.80232  0.19768  0.80232     0.028
  7  F     0.80232  0.19768  0.19768     0.028
  8  F     0.19768  0.80232  0.80232     0.028
  9  F     0.19768  0.19768  0.80232     0.028",Cs2CrHgF6,Cs2 Cr1 Hg1 F6,1
mp-1112612,Cs2CuAsCl6,-1.518676640681035,0.0516977369999986,False,0.8647,225,"Full Formula (Cs2 Cu1 As1 Cl6)
Reduced Formula: Cs2CuAsCl6
abc   :   7.252755   7.252755   7.252755
angles:  60.000000  60.000000  60.000000
pbc   :       True       True       True
Sites (10)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Cs    0.75      0.75      0.75            -0
  1  Cs    0.25      0.25      0.25            -0
  2  Cu    0.5       0.5       0.5              0
  3  As    0         0         0                0
  4  Cl    0.750043  0.249957  0.249957        -0
  5  Cl    0.249957  0.249957  0.750043        -0
  6  Cl    0.249957  0.750043  0.750043        -0
  7  Cl    0.249957  0.750043  0.249957        -0
  8  Cl    0.750043  0.249957  0.750043        -0
  9  Cl    0.750043  0.750043  0.249957        -0",Cs2CuAsCl6,Cs2 Cu1 As1 Cl6,0
mp-1113490,Cs2CuAuCl6,-1.3929020059310353,0.0581145031666645,False,0.0,225,"Full Formula (Cs2 Cu1 Au1 Cl6)
Reduced Formula: Cs2CuAuCl6
abc   :   7.199580   7.199580   7.199580
angles:  60.000000  60.000000  60.000000
pbc   :       True       True       True
Sites (10)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Cs    0.75      0.75      0.75            -0
  1  Cs    0.25      0.25      0.25            -0
  2  Cu    0.5       0.5       0.5              0
  3  Au    0         0         0               -0
  4  Cl    0.742826  0.257174  0.257174        -0
  5  Cl    0.257174  0.257174  0.742826        -0
  6  Cl    0.257174  0.742826  0.742826        -0
  7  Cl    0.257174  0.742826  0.257174        -0
  8  Cl    0.742826  0.257174  0.742826        -0
  9  Cl    0.742826  0.742826  0.257174        -0",Cs2CuAuCl6,Cs2 Cu1 Au1 Cl6,0
mp-1112959,Cs2CuAuF6,-2.1002381284310347,0.082491802999999,False,0.0,225,"Full Formula (Cs2 Cu1 Au1 F6)
Reduced Formula: Cs2CuAuF6
abc   :   6.213518   6.213518   6.213518
angles:  60.000000  60.000000  60.000000
pbc   :       True       True       True
Sites (10)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Cs    0.25      0.25      0.25        -0
  1  Cs    0.75      0.75      0.75        -0
  2  Cu    0.5       0.5       0.5         -0.005
  3  Au    0         0         0            0
  4  F     0.266576  0.266576  0.733424    -0.001
  5  F     0.266576  0.733424  0.733424    -0
  6  F     0.733424  0.733424  0.266576    -0.001
  7  F     0.266576  0.733424  0.266576    -0
  8  F     0.733424  0.266576  0.733424    -0
  9  F     0.733424  0.266576  0.266576    -0",Cs2CuAuF6,Cs2 Cu1 Au1 F6,0
