formation_energy_peratom,MagpieData_minimum_Number,MagpieData_maximum_Number,MagpieData_range_Number,MagpieData_maximum_MeltingT,MagpieData_mean_MeltingT,MagpieData_avg_dev_MeltingT,MagpieData_range_Column,MagpieData_maximum_Electronegativity,MagpieData_minimum_NsValence,MagpieData_maximum_NsValence,MagpieData_minimum_NpValence,MagpieData_range_NpValence,MagpieData_mean_NdValence,MagpieData_minimum_NfValence,MagpieData_range_NfValence,MagpieData_mean_NfValence,MagpieData_maximum_NValence,MagpieData_range_NValence,MagpieData_avg_dev_NValence,MagpieData_minimum_NpUnfilled,MagpieData_minimum_NdUnfilled,MagpieData_mean_NdUnfilled,MagpieData_mode_NdUnfilled,MagpieData_maximum_NfUnfilled,MagpieData_minimum_NUnfilled,MagpieData_mode_NUnfilled,MagpieData_minimum_GSbandgap,MagpieData_maximum_GSbandgap,MagpieData_range_GSbandgap,MagpieData_maximum_GSmagmom,compound_possible,target
-0.58728,12.0,56.0,44.0,1000.0,956.695,43.30500000000001,13.0,2.05,2.0,2.0,0.0,3.0,2.5,0.0,0.0,0.0,15.0,13.0,4.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
-3.25255,9.0,72.0,63.0,2506.0,626.25,859.125,13.0,3.98,2.0,2.0,0.0,5.0,0.625,0.0,14.0,1.75,18.0,13.0,2.46875,0.0,0.0,1.875,0.0,0.0,1.0,1.0,0.0,1.97,1.97,0.0,0.0,1
-2.72226,9.0,42.0,33.0,2896.0,448.48375,611.8790625,16.0,3.98,1.0,2.0,0.0,5.0,0.625,0.0,0.0,0.0,7.0,6.0,1.3125,0.0,0.0,0.625,0.0,0.0,1.0,1.0,0.0,1.97,1.97,0.0,0.0,0
-2.38214,16.0,20.0,4.0,1115.0,751.6800000000001,363.32,14.0,2.58,2.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,6.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.202,2.202,0.0,1.0,0
-0.7768700000000001,1.0,39.0,38.0,1799.0,609.0066666666667,793.3288888888889,2.0,2.2,1.0,2.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,3.0,2.0,0.888888888888889,0.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,7.853,7.853,0.0,0.0,0
-1.10795,19.0,52.0,33.0,722.66,465.24,171.61333333333332,15.0,2.1,1.0,2.0,0.0,4.0,3.333333333333333,0.0,0.0,0.0,16.0,15.0,6.666666666666667,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.464,0.464,0.0,1.0,0
-3.39878,9.0,37.0,28.0,1814.0,312.052,310.2624,16.0,3.98,1.0,2.0,0.0,5.0,0.1,0.0,0.0,0.0,7.0,6.0,2.64,0.0,0.0,0.9,0.0,0.0,1.0,1.0,0.0,1.97,1.97,6.35e-06,1.0,0
-1.57409,7.0,92.0,85.0,1408.0,511.3666666666666,597.7555555555556,12.0,3.04,2.0,2.0,0.0,3.0,0.3333333333333333,0.0,3.0,1.0,6.0,1.0,0.4444444444444443,0.0,0.0,3.0,0.0,11.0,3.0,3.0,0.0,6.437,6.437,0.0,1.0,1
-2.45728,16.0,70.0,54.0,1092.0,740.1800000000001,351.82,13.0,2.58,2.0,2.0,0.0,4.0,0.0,0.0,14.0,7.0,16.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.202,2.202,0.0,0.0,0
-0.49205,19.0,83.0,64.0,544.4,379.76249999999993,82.31874999999998,14.0,2.02,1.0,2.0,0.0,3.0,2.5,0.0,14.0,3.5,29.0,28.0,10.5,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1
-0.81871,47.0,70.0,23.0,1234.93,1080.6775,88.44875000000002,12.0,2.05,1.0,2.0,0.0,3.0,5.0,0.0,14.0,7.0,16.0,5.0,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
-1.16566,34.0,37.0,3.0,494.0,372.97333333333336,80.68444444444447,15.0,2.55,1.0,2.0,0.0,4.0,3.333333333333333,0.0,0.0,0.0,16.0,15.0,6.666666666666667,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.799,0.799,0.0,1.0,0
-0.12891,4.0,52.0,48.0,1560.0,738.93,410.535,15.0,2.1,1.0,2.0,0.0,4.0,2.5,0.0,0.0,0.0,16.0,15.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.464,0.464,0.0,0.0,1
-2.15468,7.0,21.0,14.0,1814.0,938.525,875.475,12.0,3.04,2.0,2.0,0.0,3.0,0.5,0.0,0.0,0.0,5.0,2.0,1.0,0.0,0.0,4.5,0.0,0.0,3.0,3.0,0.0,6.437,6.437,6.35e-06,1.0,1
-0.73745,1.0,65.0,64.0,1629.0,552.34,717.7733333333332,2.0,2.2,1.0,2.0,0.0,0.0,0.0,0.0,9.0,3.0,11.0,10.0,4.444444444444444,0.0,0.0,0.0,0.0,5.0,1.0,1.0,0.0,7.853,7.853,0.0,0.0,0
-0.63704,1.0,44.0,43.0,2607.0,532.3399999999999,691.1066666666666,7.0,2.2,1.0,2.0,0.0,0.0,0.7777777777777778,0.0,0.0,0.0,8.0,7.0,1.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,1.0,0.0,7.853,7.853,0.0,0.0,0
-3.41529,9.0,59.0,50.0,1204.0,252.079,238.29480000000004,16.0,3.98,1.0,2.0,0.0,5.0,0.0,0.0,3.0,0.3,7.0,6.0,2.4,0.0,0.0,0.0,0.0,11.0,1.0,1.0,0.0,1.97,1.97,0.0,1.0,0
-2.01637,9.0,79.0,70.0,1337.33,277.094,268.3128,16.0,3.98,1.0,2.0,0.0,5.0,1.0,0.0,14.0,1.4,25.0,24.0,3.6,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.97,1.97,0.0,1.0,1
-1.62337,12.0,16.0,4.0,923.0,655.6800000000001,267.32,14.0,2.58,2.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,6.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.202,2.202,0.0,1.0,0
-1.05862,35.0,46.0,11.0,1828.05,449.7522222222222,306.2883950617284,16.0,2.96,0.0,2.0,0.0,5.0,7.777777777777778,0.0,0.0,0.0,17.0,16.0,5.777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.457,1.457,0.0,1.0,1
-2.18728,3.0,68.0,65.0,1770.0,392.635,287.684,16.0,3.16,1.0,2.0,0.0,5.0,0.0,0.0,12.0,1.2,14.0,13.0,2.94,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,2.493,2.493,0.0,1.0,0
-2.93778,3.0,49.0,46.0,453.69,187.75,161.1,16.0,3.98,1.0,2.0,0.0,5.0,1.0,0.0,0.0,0.0,13.0,12.0,2.88,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.97,1.97,0.0,1.0,0
-1.70208,11.0,37.0,26.0,370.87,232.83,73.47600000000001,16.0,3.16,1.0,2.0,0.0,5.0,1.0,0.0,0.0,0.0,13.0,12.0,2.88,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.493,2.493,0.0,1.0,0
-0.40356,19.0,79.0,60.0,1337.33,830.9124999999999,506.4175,10.0,2.54,1.0,1.0,0.0,0.0,5.0,0.0,14.0,7.0,25.0,24.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0
-2.5777,3.0,33.0,30.0,1090.0,260.64300000000003,248.57160000000005,16.0,3.98,1.0,2.0,0.0,5.0,1.0,0.0,0.0,0.0,15.0,14.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.97,1.97,0.0,1.0,0
-3.36753,8.0,73.0,65.0,3290.0,696.38,769.8960000000001,14.0,3.44,2.0,2.0,0.0,4.0,0.3,0.0,14.0,2.0,19.0,17.0,2.72,0.0,0.0,0.7,0.0,8.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0
-2.8359300000000003,3.0,31.0,28.0,453.69,198.498,173.9976,16.0,3.98,1.0,2.0,0.0,5.0,1.0,0.0,0.0,0.0,13.0,12.0,2.88,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.97,1.97,0.0,1.0,0
-0.97212,19.0,83.0,64.0,544.4,385.102,33.95720000000001,16.0,2.66,1.0,2.0,0.0,5.0,7.0,0.0,14.0,1.4,29.0,28.0,7.44,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.062,1.062,0.0,1.0,0
-3.08749,8.0,59.0,51.0,2750.0,638.28,700.176,14.0,3.44,1.0,2.0,0.0,4.0,0.4,0.0,3.0,0.3,6.0,4.0,1.2,0.0,0.0,0.6,0.0,11.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0
-2.86639,9.0,80.0,71.0,933.47,211.371,189.44520000000003,16.0,3.98,1.0,2.0,0.0,5.0,1.0,0.0,14.0,1.4,26.0,25.0,3.7399999999999993,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.97,1.97,0.0,1.0,0
-2.29217,9.0,45.0,36.0,2237.0,363.627,377.57180000000005,16.0,3.98,1.0,2.0,0.0,5.0,0.8,0.0,0.0,0.0,9.0,8.0,2.64,0.0,0.0,0.2,0.0,0.0,1.0,1.0,0.0,1.97,1.97,0.0,1.0,0
-1.46678,13.0,79.0,66.0,1337.33,392.532,297.1472,16.0,3.16,1.0,2.0,0.0,5.0,1.0,0.0,14.0,1.4,25.0,24.0,3.560000000000001,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.493,2.493,0.0,0.0,1
-1.00905,37.0,53.0,16.0,903.78,416.226,97.5108,16.0,2.66,1.0,2.0,0.0,5.0,7.0,0.0,0.0,0.0,17.0,16.0,6.6,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.062,1.062,0.0,1.0,0
-2.01463,9.0,80.0,71.0,2237.0,346.538,378.0924,16.0,3.98,1.0,2.0,0.0,5.0,1.8,0.0,14.0,1.4,26.0,25.0,3.8400000000000007,0.0,0.0,0.2,0.0,0.0,0.0,1.0,0.0,1.97,1.97,0.0,1.0,0
-2.70852,9.0,51.0,42.0,903.78,216.216,195.2592,16.0,3.98,1.0,2.0,0.0,5.0,1.0,0.0,0.0,0.0,15.0,14.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.97,1.97,0.0,1.0,0
-2.82153,9.0,29.0,20.0,1941.0,429.283,488.0408000000001,16.0,3.98,1.0,2.0,0.0,5.0,1.2,0.0,0.0,0.0,11.0,10.0,2.34,0.0,0.0,0.8,0.0,0.0,1.0,1.0,0.0,1.97,1.97,2.25333333333e-05,0.0,0
-2.62176,3.0,45.0,42.0,2237.0,368.475,390.7480000000001,16.0,3.98,1.0,2.0,0.0,5.0,0.8,0.0,0.0,0.0,9.0,8.0,2.64,0.0,0.0,0.2,0.0,0.0,1.0,1.0,0.0,1.97,1.97,0.0,1.0,0
-0.6904100000000001,14.0,44.0,30.0,2607.0,2257.25,349.75,10.0,2.2,1.0,2.0,0.0,2.0,4.0,0.0,0.0,0.0,8.0,4.0,2.0,0.0,0.0,3.5,3.0,0.0,4.0,4.0,0.0,0.773,0.773,0.0,0.0,0
-1.94191,9.0,47.0,38.0,2237.0,453.467,512.9992,16.0,3.98,1.0,2.0,0.0,5.0,1.8,0.0,0.0,0.0,11.0,10.0,2.16,0.0,0.0,0.2,0.0,0.0,1.0,1.0,0.0,1.97,1.97,0.0,1.0,0
-2.17535,17.0,69.0,52.0,1818.0,378.498,287.9004,16.0,3.16,1.0,2.0,0.0,5.0,0.0,0.0,13.0,1.3,15.0,14.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,2.493,2.493,0.0,1.0,0
-0.68249,3.0,51.0,48.0,903.78,566.2125,168.78375,14.0,2.05,1.0,2.0,0.0,3.0,2.5,0.0,0.0,0.0,15.0,14.0,5.25,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1
-2.53293,9.0,81.0,72.0,577.0,190.759,164.71079999999998,16.0,3.98,1.0,2.0,0.0,5.0,1.0,0.0,14.0,1.4,27.0,26.0,3.960000000000001,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.97,1.97,0.0,1.0,0
-2.6768,9.0,37.0,28.0,1090.0,237.245,220.494,16.0,3.98,1.0,2.0,0.0,5.0,1.0,0.0,0.0,0.0,15.0,14.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.97,1.97,0.0,1.0,0
-3.22313,9.0,49.0,40.0,1814.0,318.967,321.1632,16.0,3.98,1.0,2.0,0.0,5.0,1.1,0.0,0.0,0.0,13.0,12.0,2.6,0.0,0.0,0.9,0.0,0.0,1.0,1.0,0.0,1.97,1.97,6.35e-06,0.0,0
-2.45621,9.0,45.0,36.0,2237.0,354.352,376.5296,16.0,3.98,1.0,2.0,0.0,5.0,0.8,0.0,0.0,0.0,9.0,8.0,2.64,0.0,0.0,0.2,0.0,0.0,1.0,1.0,0.0,1.97,1.97,0.0,1.0,1
-1.69784,17.0,79.0,62.0,1685.0,472.499,415.4664,16.0,3.16,1.0,2.0,0.0,5.0,1.0,0.0,14.0,2.4,25.0,24.0,4.159999999999999,0.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,2.493,2.493,0.0,0.0,0
-0.6583500000000001,11.0,81.0,70.0,577.0,401.071,35.18580000000001,16.0,2.66,1.0,2.0,0.0,5.0,7.0,0.0,14.0,1.4,27.0,26.0,7.3199999999999985,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.062,1.062,0.0,1.0,1
-0.94704,11.0,53.0,42.0,2896.0,621.289,454.94220000000007,16.0,2.66,1.0,2.0,0.0,5.0,6.5,0.0,0.0,0.0,17.0,16.0,7.080000000000001,0.0,0.0,0.5,0.0,0.0,1.0,1.0,0.0,1.062,1.062,0.0,0.0,1
-2.3588,9.0,46.0,37.0,1828.05,308.643,306.1716,16.0,3.98,0.0,2.0,0.0,5.0,1.0,0.0,0.0,0.0,10.0,9.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.97,1.97,0.0,0.0,0
-2.94144,8.0,42.0,34.0,2896.0,624.78,683.976,14.0,3.44,1.0,2.0,0.0,4.0,0.5,0.0,0.0,0.0,6.0,4.0,1.6799999999999995,0.0,0.0,0.5,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0
-0.8628100000000001,37.0,81.0,44.0,903.78,442.68,119.084,16.0,2.66,1.0,2.0,0.0,5.0,8.0,0.0,14.0,1.4,27.0,26.0,5.44,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.062,1.062,0.0,1.0,1
-3.41887,3.0,37.0,34.0,933.47,233.308,215.7696,16.0,3.98,1.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,7.0,6.0,2.64,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.97,1.97,0.0,1.0,0
0.0,20.0,20.0,0.0,1115.0,1115.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
-2.45753,9.0,27.0,18.0,1768.0,306.8955555555556,337.8607407407408,16.0,3.98,1.0,2.0,0.0,5.0,0.7777777777777778,0.0,0.0,0.0,9.0,8.0,2.1728395061728394,0.0,0.0,0.3333333333333333,0.0,0.0,1.0,1.0,0.0,1.97,1.97,1.5484712,0.0,1
-3.3907,9.0,59.0,50.0,1204.0,256.893,244.07159999999996,16.0,3.98,1.0,2.0,0.0,5.0,0.0,0.0,3.0,0.3,7.0,6.0,2.4,0.0,0.0,0.0,0.0,11.0,1.0,1.0,0.0,1.97,1.97,0.0,1.0,0
-1.91828,8.0,82.0,74.0,3290.0,663.1020000000001,754.9592000000001,11.0,3.44,2.0,2.0,0.0,4.0,2.9,0.0,14.0,4.2,28.0,22.0,7.860000000000001,0.0,0.0,1.1,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.1106628,1.0,1
-2.34517,3.0,81.0,78.0,577.0,225.907,206.8884,16.0,3.98,1.0,2.0,0.0,5.0,1.0,0.0,14.0,1.4,27.0,26.0,3.960000000000001,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.97,1.97,0.0,1.0,0
-0.8149000000000001,33.0,81.0,48.0,1090.0,461.302,148.8792,16.0,2.66,1.0,2.0,0.0,5.0,8.0,0.0,14.0,1.4,27.0,26.0,5.44,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.062,1.062,0.0,1.0,1
-3.48673,3.0,60.0,57.0,1294.0,269.361,259.0332,16.0,3.98,1.0,2.0,0.0,5.0,0.0,0.0,4.0,0.4,7.0,6.0,2.46,0.0,0.0,0.0,0.0,10.0,1.0,1.0,0.0,1.97,1.97,0.0,1.0,0
-2.75102,3.0,37.0,34.0,1090.0,248.961,234.5532,16.0,3.98,1.0,2.0,0.0,5.0,1.0,0.0,0.0,0.0,15.0,14.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.97,1.97,0.0,1.0,0
-2.20559,9.0,79.0,70.0,1337.33,318.703,320.7408,16.0,3.98,1.0,2.0,0.0,5.0,2.0,0.0,14.0,1.4,25.0,24.0,4.640000000000001,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.97,1.97,0.0,0.0,0
-2.94706,8.0,92.0,84.0,1408.0,426.655,446.226,14.0,3.44,2.0,2.0,0.0,4.0,1.1,0.0,3.0,0.3,13.0,11.0,1.5599999999999998,0.0,0.0,0.9,0.0,11.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1
-0.48756,19.0,83.0,64.0,544.4,382.48,80.96000000000002,14.0,2.02,1.0,2.0,0.0,3.0,2.5,0.0,14.0,3.5,29.0,28.0,10.5,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1
-1.88324,52.0,56.0,4.0,1000.0,861.3299999999999,138.67000000000002,14.0,2.1,2.0,2.0,0.0,4.0,5.0,0.0,0.0,0.0,16.0,14.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.464,0.464,0.0,1.0,0
-1.01757,11.0,53.0,42.0,429.75,379.478,18.90080000000001,16.0,2.66,1.0,2.0,0.0,5.0,7.0,0.0,0.0,0.0,17.0,16.0,6.480000000000001,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.062,1.062,0.0,1.0,1
-0.46058,37.0,51.0,14.0,903.78,460.29,221.745,14.0,2.05,1.0,2.0,0.0,3.0,2.5,0.0,0.0,0.0,15.0,14.0,5.25,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1
-2.9182300000000003,8.0,67.0,59.0,1747.0,497.958,531.7896000000001,14.0,3.44,2.0,2.0,0.0,4.0,1.0,0.0,11.0,1.1,15.0,13.0,2.88,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0
-0.33322,1.0,19.0,18.0,2348.0,1060.365714285714,1103.686530612245,12.0,2.2,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,0.979591836734694,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,7.853,7.853,0.0,0.0,0
0.21714,25.0,51.0,26.0,1519.0,1211.39,307.61,8.0,2.05,2.0,2.0,0.0,3.0,7.5,0.0,0.0,0.0,15.0,8.0,4.0,0.0,0.0,2.5,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.000310120689655,0.0,0
-3.24023,8.0,62.0,54.0,2750.0,642.38,705.0960000000001,14.0,3.44,1.0,2.0,0.0,4.0,0.4,0.0,6.0,0.6,8.0,6.0,1.3800000000000003,0.0,0.0,0.6,0.0,8.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0
-4.15729,9.0,38.0,29.0,1050.0,385.6666666666667,442.88888888888886,15.0,3.98,2.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,7.0,5.0,2.2222222222222223,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.97,1.97,0.0,1.0,0
-0.36558,20.0,45.0,25.0,2237.0,1489.0,498.6666666666667,7.0,2.28,1.0,2.0,0.0,0.0,2.6666666666666665,0.0,0.0,0.0,9.0,7.0,3.1111111111111107,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
-0.69842,20.0,32.0,12.0,1211.4,1147.1333333333334,42.84444444444451,12.0,2.01,2.0,2.0,0.0,2.0,3.333333333333333,0.0,0.0,0.0,14.0,12.0,5.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.383,0.383,0.0,1.0,1
-0.17341,1.0,12.0,11.0,923.0,317.00666666666666,403.99555555555554,1.0,2.2,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.4444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.853,7.853,0.0,1.0,1
-0.59945,20.0,82.0,62.0,1115.0,943.5366666666667,228.61777777777772,12.0,2.33,2.0,2.0,0.0,2.0,3.333333333333333,0.0,14.0,4.666666666666667,28.0,26.0,11.555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
-1.05514,49.0,89.0,40.0,1323.0,799.5174999999999,261.74125,13.0,2.1,2.0,2.0,0.0,4.0,7.75,0.0,0.0,0.0,16.0,13.0,4.5,0.0,0.0,2.25,0.0,0.0,2.0,2.0,0.0,0.464,0.464,0.0,0.0,1
-0.6395200000000001,16.0,82.0,66.0,600.61,494.485,106.125,2.0,2.58,2.0,2.0,2.0,2.0,5.0,0.0,14.0,7.0,28.0,22.0,11.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.202,2.202,0.0,1.0,1
-3.73413,8.0,72.0,64.0,2506.0,871.8666666666667,1089.4222222222222,12.0,3.44,2.0,2.0,0.0,4.0,0.6666666666666666,0.0,14.0,4.666666666666667,18.0,12.0,5.333333333333333,0.0,0.0,2.6666666666666665,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0
-1.14651,11.0,61.0,50.0,1373.0,797.2974999999999,287.85124999999994,15.0,2.1,1.0,2.0,0.0,4.0,5.0,0.0,5.0,1.25,16.0,15.0,6.0,0.0,0.0,0.0,0.0,9.0,1.0,2.0,0.0,0.464,0.464,0.0,1.0,0
-0.59492,34.0,82.0,48.0,600.61,547.3050000000001,53.30500000000001,2.0,2.55,2.0,2.0,2.0,2.0,10.0,0.0,14.0,7.0,28.0,12.0,6.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.799,0.799,0.0,1.0,1
-0.09207,32.0,52.0,20.0,1211.4,967.03,244.3700000000001,2.0,2.1,2.0,2.0,2.0,2.0,10.0,0.0,0.0,0.0,16.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.383,0.464,0.081,0.0,1.0,0
-2.20404,34.0,38.0,4.0,1050.0,772.0,278.0,14.0,2.55,2.0,2.0,0.0,4.0,5.0,0.0,0.0,0.0,16.0,14.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.799,0.799,0.0,1.0,0
-0.8920600000000001,12.0,52.0,40.0,923.0,822.8299999999999,100.17000000000002,14.0,2.1,2.0,2.0,0.0,4.0,5.0,0.0,0.0,0.0,16.0,14.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.464,0.464,0.0,1.0,1
