formation_energy_peratom,MagpieData_minimum_Number,MagpieData_maximum_Number,MagpieData_range_Number,MagpieData_maximum_MeltingT,MagpieData_mean_MeltingT,MagpieData_avg_dev_MeltingT,MagpieData_range_Column,MagpieData_maximum_Electronegativity,MagpieData_minimum_NsValence,MagpieData_maximum_NsValence,MagpieData_minimum_NpValence,MagpieData_range_NpValence,MagpieData_mean_NdValence,MagpieData_minimum_NfValence,MagpieData_range_NfValence,MagpieData_mean_NfValence,MagpieData_maximum_NValence,MagpieData_range_NValence,MagpieData_avg_dev_NValence,MagpieData_minimum_NpUnfilled,MagpieData_minimum_NdUnfilled,MagpieData_mean_NdUnfilled,MagpieData_mode_NdUnfilled,MagpieData_maximum_NfUnfilled,MagpieData_minimum_NUnfilled,MagpieData_mode_NUnfilled,MagpieData_minimum_GSbandgap,MagpieData_maximum_GSbandgap,MagpieData_range_GSbandgap,MagpieData_maximum_GSmagmom,compound_possible,target
-1.3273700000000002,51.0,57.0,6.0,1193.0,1048.39,144.61,12.0,2.05,2.0,2.0,0.0,3.0,5.5,0.0,0.0,0.0,15.0,12.0,6.0,0.0,0.0,4.5,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0
-0.37477,11.0,81.0,70.0,903.78,555.63,184.76,14.0,2.05,1.0,2.0,0.0,3.0,5.0,0.0,14.0,3.5,27.0,26.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1
-1.5629,17.0,50.0,33.0,505.08,239.95555555555555,91.14074074074074,16.0,3.16,1.0,2.0,0.0,5.0,1.1111111111111112,0.0,0.0,0.0,14.0,13.0,2.4197530864197527,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.493,2.493,0.0,1.0,0
-1.17119,8.0,48.0,40.0,594.22,324.51,269.71000000000004,4.0,3.44,2.0,2.0,0.0,4.0,5.0,0.0,0.0,0.0,12.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
-2.15178,17.0,39.0,22.0,1799.0,383.819,283.0362,16.0,3.16,1.0,2.0,0.0,5.0,0.1,0.0,0.0,0.0,7.0,6.0,2.64,0.0,0.0,0.9,0.0,0.0,1.0,1.0,0.0,2.493,2.493,0.0,1.0,0
-0.8038400000000001,4.0,38.0,34.0,1560.0,785.4,519.5999999999999,15.0,2.96,2.0,2.0,0.0,5.0,5.0,0.0,0.0,0.0,17.0,15.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.457,1.457,0.0,0.0,1
-1.6991200000000002,7.0,62.0,55.0,1345.0,704.025,640.975,12.0,3.04,2.0,2.0,0.0,3.0,0.0,0.0,6.0,3.0,8.0,3.0,1.5,0.0,0.0,0.0,0.0,8.0,3.0,3.0,0.0,6.437,6.437,0.0,1.0,1
-0.32325,1.0,26.0,25.0,1811.0,415.67333333333335,535.5511111111111,7.0,2.2,1.0,2.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,8.0,7.0,1.3333333333333333,0.0,0.0,0.4444444444444444,0.0,0.0,0.0,1.0,0.0,7.853,7.853,2.1106628,1.0,1
-0.6297900000000001,1.0,89.0,88.0,1323.0,341.2575,490.87125,2.0,2.2,1.0,2.0,0.0,0.0,0.25,0.0,0.0,0.0,3.0,2.0,0.75,0.0,0.0,2.25,0.0,0.0,1.0,1.0,0.0,7.853,7.853,0.0,1.0,1
-0.52427,11.0,51.0,40.0,903.78,495.5125,204.13375,14.0,2.05,1.0,2.0,0.0,3.0,2.5,0.0,0.0,0.0,15.0,14.0,5.25,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1
-2.5491900000000003,9.0,81.0,72.0,2183.0,406.44444444444446,470.5925925925927,12.0,3.98,2.0,2.0,0.0,5.0,2.555555555555556,0.0,14.0,3.111111111111111,27.0,22.0,7.012345679012345,0.0,0.0,0.7777777777777778,0.0,0.0,1.0,1.0,0.0,1.97,1.97,0.0,0.0,0
-1.56832,7.0,60.0,53.0,1294.0,678.525,615.475,12.0,3.04,2.0,2.0,0.0,3.0,0.0,0.0,4.0,2.0,6.0,1.0,0.5,0.0,0.0,0.0,0.0,10.0,3.0,3.0,0.0,6.437,6.437,0.0,1.0,1
-0.74184,1.0,69.0,68.0,1818.0,615.34,801.7733333333332,2.0,2.2,1.0,2.0,0.0,0.0,0.0,0.0,13.0,4.333333333333333,15.0,14.0,6.222222222222221,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,7.853,7.853,0.0,0.0,0
-0.95346,13.0,53.0,40.0,933.47,430.924,100.50919999999998,16.0,2.66,1.0,2.0,0.0,5.0,7.0,0.0,0.0,0.0,17.0,16.0,6.2,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.062,1.062,0.0,0.0,1
-0.6032500000000001,19.0,53.0,34.0,2896.0,724.793,560.8368,16.0,2.66,1.0,2.0,0.0,5.0,7.5,0.0,0.0,0.0,17.0,16.0,5.88,0.0,0.0,0.5,0.0,0.0,1.0,1.0,0.0,1.062,1.062,0.0,0.0,1
-2.18183,16.0,63.0,47.0,1095.0,741.6800000000001,353.32,13.0,2.58,2.0,2.0,0.0,4.0,0.0,0.0,7.0,3.5,9.0,3.0,1.5,0.0,0.0,0.0,0.0,7.0,2.0,2.0,0.0,2.202,2.202,0.0,1.0,1
-1.72417,17.0,41.0,24.0,2750.0,489.3911111111112,502.3575308641976,16.0,3.16,1.0,2.0,0.0,5.0,0.4444444444444444,0.0,0.0,0.0,7.0,6.0,2.074074074074074,0.0,0.0,0.6666666666666666,0.0,0.0,1.0,1.0,0.0,2.493,2.493,0.0,0.0,0
-3.29093,3.0,22.0,19.0,1941.0,338.875,343.38800000000003,16.0,3.98,1.0,2.0,0.0,5.0,0.2,0.0,0.0,0.0,7.0,6.0,2.52,0.0,0.0,0.8,0.0,0.0,1.0,1.0,0.0,1.97,1.97,2.25333333333e-05,0.0,0
-1.00875,31.0,53.0,22.0,386.85,356.139,36.853200000000015,16.0,2.66,1.0,2.0,0.0,5.0,7.0,0.0,0.0,0.0,17.0,16.0,6.480000000000001,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.062,1.062,0.0,1.0,1
-3.42355,8.0,73.0,65.0,3290.0,724.78,803.976,14.0,3.44,2.0,2.0,0.0,4.0,0.3,0.0,14.0,2.3,19.0,17.0,3.2,0.0,0.0,0.7,0.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0
-1.58223,19.0,53.0,34.0,386.85,361.69,25.160000000000025,16.0,2.66,1.0,2.0,0.0,5.0,5.0,0.0,0.0,0.0,17.0,16.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.062,1.062,0.0,1.0,0
-1.5921,37.0,53.0,16.0,386.85,349.655,37.19500000000002,16.0,2.66,1.0,2.0,0.0,5.0,5.0,0.0,0.0,0.0,17.0,16.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.062,1.062,0.0,1.0,0
-3.17585,9.0,19.0,10.0,933.47,233.274,215.7288,16.0,3.98,1.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,7.0,6.0,2.64,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.97,1.97,0.0,1.0,0
-2.77994,9.0,79.0,70.0,1337.33,326.486,327.5832,16.0,3.98,1.0,2.0,0.0,5.0,1.0,0.0,14.0,1.4,25.0,24.0,3.560000000000001,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.97,1.97,0.0,0.0,0
-1.34363,52.0,65.0,13.0,1629.0,1175.83,453.17,13.0,2.1,2.0,2.0,0.0,4.0,5.0,0.0,9.0,4.5,16.0,5.0,2.5,0.0,0.0,0.0,0.0,5.0,2.0,2.0,0.0,0.464,0.464,0.0,0.0,1
-1.3774,31.0,37.0,6.0,312.46,283.509,21.25079999999999,16.0,2.96,1.0,2.0,0.0,5.0,7.0,0.0,0.0,0.0,17.0,16.0,6.480000000000001,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.457,1.457,0.0,1.0,0
-3.23565,9.0,21.0,12.0,1814.0,321.327,321.3924,16.0,3.98,1.0,2.0,0.0,5.0,0.1,0.0,0.0,0.0,7.0,6.0,2.64,0.0,0.0,0.9,0.0,0.0,1.0,1.0,0.0,1.97,1.97,6.35e-06,1.0,0
-2.06753,17.0,37.0,20.0,1814.0,382.912,286.2176,16.0,3.16,1.0,2.0,0.0,5.0,0.1,0.0,0.0,0.0,7.0,6.0,2.64,0.0,0.0,0.9,0.0,0.0,1.0,1.0,0.0,2.493,2.493,6.35e-06,1.0,0
-0.7138,1.0,70.0,69.0,2607.0,541.6733333333333,703.5511111111111,7.0,2.2,1.0,2.0,0.0,0.0,0.7777777777777778,0.0,14.0,3.111111111111111,16.0,15.0,5.481481481481481,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,1.0,0.0,7.853,7.853,0.0,0.0,0
-3.46169,3.0,60.0,57.0,1294.0,274.175,264.81000000000006,16.0,3.98,1.0,2.0,0.0,5.0,0.0,0.0,4.0,0.4,7.0,6.0,2.46,0.0,0.0,0.0,0.0,10.0,1.0,1.0,0.0,1.97,1.97,0.0,1.0,0
-2.7770900000000003,3.0,49.0,46.0,453.69,194.618,169.34160000000003,16.0,3.98,1.0,2.0,0.0,5.0,1.0,0.0,0.0,0.0,13.0,12.0,2.88,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.97,1.97,0.0,1.0,0
-2.3041,9.0,81.0,72.0,2237.0,375.992,412.4032,16.0,3.98,1.0,2.0,0.0,5.0,1.8,0.0,14.0,1.4,27.0,26.0,4.0,0.0,0.0,0.2,0.0,0.0,1.0,1.0,0.0,1.97,1.97,0.0,1.0,0
-3.35668,3.0,73.0,70.0,3290.0,508.08625,695.4784375,16.0,3.98,1.0,2.0,0.0,5.0,0.375,0.0,14.0,1.75,19.0,18.0,2.8125,0.0,0.0,0.875,0.0,0.0,1.0,1.0,0.0,1.97,1.97,0.0,1.0,1
-2.4596,9.0,77.0,68.0,2739.0,402.145,467.371,16.0,3.98,1.0,2.0,0.0,5.0,0.7,0.0,14.0,1.4,23.0,22.0,3.4799999999999995,0.0,0.0,0.3,0.0,0.0,1.0,1.0,0.0,1.97,1.97,0.0,1.0,0
-2.64747,9.0,33.0,24.0,1090.0,242.05900000000003,226.2708,16.0,3.98,1.0,2.0,0.0,5.0,1.0,0.0,0.0,0.0,15.0,14.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.97,1.97,0.0,1.0,0
-2.51174,9.0,49.0,40.0,1234.93,261.06000000000006,249.07200000000003,16.0,3.98,1.0,2.0,0.0,5.0,2.0,0.0,0.0,0.0,13.0,12.0,2.3200000000000003,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.97,1.97,0.0,1.0,0
-1.47086,11.0,60.0,49.0,1294.0,461.08900000000006,166.58220000000003,16.0,2.66,1.0,2.0,0.0,5.0,6.0,0.0,4.0,0.4,17.0,16.0,7.080000000000001,0.0,0.0,0.0,0.0,10.0,1.0,1.0,0.0,1.062,1.062,0.0,1.0,0
-3.46962,3.0,59.0,56.0,1204.0,260.361,248.2332,16.0,3.98,1.0,2.0,0.0,5.0,0.0,0.0,3.0,0.3,7.0,6.0,2.4,0.0,0.0,0.0,0.0,11.0,1.0,1.0,0.0,1.97,1.97,0.0,1.0,0
-1.41764,19.0,53.0,34.0,1799.0,510.56200000000007,257.6876000000001,16.0,2.66,1.0,2.0,0.0,5.0,6.1,0.0,0.0,0.0,17.0,16.0,7.44,0.0,0.0,0.9,0.0,0.0,1.0,1.0,0.0,1.062,1.062,0.0,1.0,0
-1.07393,51.0,58.0,7.0,1071.0,987.39,83.61000000000001,12.0,2.05,2.0,2.0,0.0,3.0,5.5,0.0,1.0,0.5,15.0,11.0,5.5,0.0,0.0,4.5,0.0,13.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0
-3.29557,3.0,37.0,34.0,1941.0,334.061,345.3136,16.0,3.98,1.0,2.0,0.0,5.0,0.2,0.0,0.0,0.0,7.0,6.0,2.52,0.0,0.0,0.8,0.0,0.0,1.0,1.0,0.0,1.97,1.97,2.25333333333e-05,0.0,0
-2.92488,3.0,73.0,70.0,3290.0,468.961,564.2077999999999,16.0,3.98,1.0,2.0,0.0,5.0,0.3,0.0,14.0,1.4,19.0,18.0,3.2400000000000007,0.0,0.0,0.7,0.0,0.0,1.0,1.0,0.0,1.97,1.97,0.0,0.0,1
-1.78523,34.0,67.0,33.0,1747.0,1120.5,626.5,13.0,2.55,2.0,2.0,0.0,4.0,5.0,0.0,11.0,5.5,16.0,3.0,1.5,0.0,0.0,0.0,0.0,3.0,2.0,2.0,0.0,0.799,0.799,0.0,0.0,1
-2.27749,9.0,47.0,38.0,1234.93,331.899,334.0788,16.0,3.98,1.0,2.0,0.0,5.0,2.0,0.0,0.0,0.0,15.0,14.0,2.4,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.97,1.97,0.0,1.0,0
-3.31004,9.0,60.0,51.0,1294.0,260.052,247.8624,16.0,3.98,1.0,2.0,0.0,5.0,0.0,0.0,4.0,0.4,7.0,6.0,2.46,0.0,0.0,0.0,0.0,10.0,1.0,1.0,0.0,1.97,1.97,0.0,1.0,0
-0.8914900000000001,19.0,53.0,34.0,2896.0,620.2620000000001,455.14760000000007,16.0,2.66,1.0,2.0,0.0,5.0,6.5,0.0,0.0,0.0,17.0,16.0,7.080000000000001,0.0,0.0,0.5,0.0,0.0,1.0,1.0,0.0,1.062,1.062,0.0,0.0,1
-1.20708,19.0,34.0,15.0,494.0,389.02,69.98666666666668,15.0,2.55,1.0,2.0,0.0,4.0,3.333333333333333,0.0,0.0,0.0,16.0,15.0,6.666666666666667,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.799,0.799,0.0,1.0,0
-2.3151,9.0,79.0,70.0,1337.33,271.3,261.36,16.0,3.98,1.0,2.0,0.0,5.0,2.0,0.0,14.0,1.4,25.0,24.0,4.319999999999999,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.97,1.97,0.0,0.0,0
-2.62426,9.0,49.0,40.0,429.75,180.542,152.4504,16.0,3.98,1.0,2.0,0.0,5.0,2.0,0.0,0.0,0.0,13.0,12.0,2.4,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.97,1.97,0.0,0.0,0
-2.2319,9.0,79.0,70.0,1337.33,270.226,260.0712,16.0,3.98,1.0,2.0,0.0,5.0,1.0,0.0,14.0,1.4,25.0,24.0,3.6,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.97,1.97,0.0,1.0,1
-1.21091,11.0,53.0,42.0,1799.0,523.2710000000001,255.1458000000001,16.0,2.66,1.0,2.0,0.0,5.0,6.1,0.0,0.0,0.0,17.0,16.0,7.44,0.0,0.0,0.9,0.0,0.0,1.0,1.0,0.0,1.062,1.062,0.0,1.0,0
-2.49109,9.0,77.0,68.0,2739.0,405.579,466.6842,16.0,3.98,1.0,2.0,0.0,5.0,0.7,0.0,14.0,1.4,23.0,22.0,3.4799999999999995,0.0,0.0,0.3,0.0,0.0,1.0,1.0,0.0,1.97,1.97,0.0,1.0,0
-2.84205,9.0,50.0,41.0,505.08,166.5711111111111,150.76148148148147,16.0,3.98,1.0,2.0,0.0,5.0,1.1111111111111112,0.0,0.0,0.0,14.0,13.0,2.4197530864197527,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.97,1.97,0.0,1.0,0
-1.88781,8.0,82.0,74.0,2750.0,470.977,507.6578,11.0,3.44,1.0,2.0,0.0,4.0,3.4,0.0,14.0,2.8,28.0,23.0,7.2,0.0,0.0,0.6,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0
-1.72396,34.0,69.0,35.0,1818.0,1156.0,662.0,13.0,2.55,2.0,2.0,0.0,4.0,5.0,0.0,13.0,6.5,16.0,1.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.799,0.799,0.0,0.0,1
-2.73565,9.0,81.0,72.0,1687.0,351.3333333333333,397.1111111111111,4.0,3.98,2.0,2.0,1.0,4.0,2.2222222222222223,0.0,14.0,3.111111111111111,27.0,23.0,7.061728395061728,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.97,1.97,0.0,1.0,0
-0.251,32.0,34.0,2.0,1211.4,852.7,358.70000000000005,2.0,2.55,2.0,2.0,2.0,2.0,10.0,0.0,0.0,0.0,16.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.383,0.799,0.416,0.0,1.0,0
-1.46475,8.0,30.0,22.0,692.68,373.74,318.93999999999994,4.0,3.44,2.0,2.0,0.0,4.0,5.0,0.0,0.0,0.0,12.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
-0.49995,19.0,51.0,32.0,903.78,478.3425,212.71875,14.0,2.05,1.0,2.0,0.0,3.0,2.5,0.0,0.0,0.0,15.0,14.0,5.25,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1
-1.97059,7.0,67.0,60.0,1747.0,905.025,841.975,12.0,3.04,2.0,2.0,0.0,3.0,0.0,0.0,11.0,5.5,13.0,8.0,4.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,6.437,6.437,0.0,1.0,1
-2.37957,9.0,83.0,74.0,544.4,176.225,184.0875,2.0,3.98,2.0,2.0,3.0,2.0,2.5,0.0,14.0,3.5,29.0,22.0,8.25,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.97,1.97,0.0,1.0,0
-2.6414,8.0,83.0,75.0,1685.0,455.82,481.224,14.0,3.44,2.0,2.0,0.0,4.0,1.0,0.0,14.0,2.4,29.0,27.0,4.959999999999999,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0
-3.64657,8.0,40.0,32.0,2128.0,745.8666666666667,921.422222222222,12.0,3.44,2.0,2.0,0.0,4.0,0.6666666666666666,0.0,0.0,0.0,6.0,2.0,0.888888888888889,0.0,0.0,2.6666666666666665,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0
-4.25782,9.0,57.0,48.0,1193.0,338.375,427.3125,14.0,3.98,2.0,2.0,0.0,5.0,0.25,0.0,0.0,0.0,7.0,4.0,1.5,0.0,0.0,2.25,0.0,0.0,1.0,1.0,0.0,1.97,1.97,0.0,1.0,0
-1.88267,7.0,65.0,58.0,1629.0,846.025,782.975,12.0,3.04,2.0,2.0,0.0,3.0,0.0,0.0,9.0,4.5,11.0,6.0,3.0,0.0,0.0,0.0,0.0,5.0,3.0,3.0,0.0,6.437,6.437,0.0,1.0,1
-1.46344,7.0,13.0,6.0,933.47,498.26,435.21,2.0,3.04,2.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,5.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,6.437,6.437,0.0,1.0,0
-3.32192,8.0,67.0,59.0,2750.0,682.58,753.336,14.0,3.44,1.0,2.0,0.0,4.0,0.4,0.0,11.0,1.1,13.0,11.0,1.6800000000000004,0.0,0.0,0.6,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0
-1.15218,8.0,37.0,29.0,312.46,226.5733333333333,114.51555555555557,15.0,3.44,1.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,6.0,5.0,2.222222222222222,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0
-1.92857,7.0,66.0,59.0,1685.0,874.025,810.975,12.0,3.04,2.0,2.0,0.0,3.0,0.0,0.0,10.0,5.0,12.0,7.0,3.5,0.0,0.0,0.0,0.0,4.0,3.0,3.0,0.0,6.437,6.437,0.0,1.0,1
-0.90222,37.0,53.0,16.0,505.08,383.4555555555556,31.553580246913587,16.0,2.66,1.0,2.0,0.0,5.0,7.777777777777778,0.0,0.0,0.0,17.0,16.0,5.382716049382716,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.062,1.062,0.0,1.0,0
-1.41039,8.0,11.0,3.0,370.87,265.5133333333333,140.47555555555556,15.0,3.44,1.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,6.0,5.0,2.222222222222222,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0
-2.85734,8.0,92.0,84.0,1768.0,550.48,594.816,14.0,3.44,2.0,2.0,0.0,4.0,0.8,0.0,3.0,0.3,9.0,7.0,1.4,0.0,0.0,1.2,0.0,11.0,0.0,2.0,0.0,0.0,0.0,1.5484712,1.0,0
-3.31955,8.0,92.0,84.0,1408.0,465.98,493.416,14.0,3.44,2.0,2.0,0.0,4.0,0.1,0.0,3.0,0.3,6.0,4.0,1.6799999999999995,0.0,0.0,0.9,0.0,11.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0
-3.00483,8.0,12.0,4.0,923.0,488.9,434.1,14.0,3.44,2.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,6.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
-2.8985000000000003,8.0,65.0,57.0,1629.0,486.158,517.6296,14.0,3.44,2.0,2.0,0.0,4.0,1.0,0.0,9.0,0.9,15.0,13.0,2.56,0.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0
-2.36246,9.0,37.0,28.0,1728.0,297.1022222222222,324.80296296296297,16.0,3.98,1.0,2.0,0.0,5.0,0.8888888888888888,0.0,0.0,0.0,10.0,9.0,2.2222222222222223,0.0,0.0,0.2222222222222222,0.0,0.0,1.0,1.0,0.0,1.97,1.97,0.5953947,0.0,1
-2.75637,8.0,83.0,75.0,3290.0,616.3199999999999,688.208,14.0,3.44,2.0,2.0,0.0,4.0,1.3,0.0,14.0,2.8,29.0,27.0,6.08,0.0,0.0,0.7,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0
-0.59492,34.0,82.0,48.0,600.61,547.3050000000001,53.30500000000001,2.0,2.55,2.0,2.0,2.0,2.0,10.0,0.0,14.0,7.0,28.0,12.0,6.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.799,0.799,0.0,1.0,1
-1.22235,16.0,19.0,3.0,388.36,353.8066666666667,23.03555555555558,15.0,2.58,1.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,6.0,5.0,2.222222222222222,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.202,2.202,0.0,1.0,0
-2.08827,17.0,19.0,2.0,336.53,254.065,82.46499999999999,16.0,3.16,1.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,7.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.493,2.493,0.0,1.0,0
-0.25673,12.0,50.0,38.0,923.0,783.6933333333333,185.74222222222224,12.0,1.96,2.0,2.0,0.0,2.0,3.333333333333333,0.0,0.0,0.0,14.0,12.0,5.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
