formation_energy_peratom,MagpieData_minimum_Number,MagpieData_maximum_Number,MagpieData_range_Number,MagpieData_maximum_MeltingT,MagpieData_mean_MeltingT,MagpieData_avg_dev_MeltingT,MagpieData_range_Column,MagpieData_maximum_Electronegativity,MagpieData_minimum_NsValence,MagpieData_maximum_NsValence,MagpieData_minimum_NpValence,MagpieData_range_NpValence,MagpieData_mean_NdValence,MagpieData_minimum_NfValence,MagpieData_range_NfValence,MagpieData_mean_NfValence,MagpieData_maximum_NValence,MagpieData_range_NValence,MagpieData_avg_dev_NValence,MagpieData_minimum_NpUnfilled,MagpieData_minimum_NdUnfilled,MagpieData_mean_NdUnfilled,MagpieData_mode_NdUnfilled,MagpieData_maximum_NfUnfilled,MagpieData_minimum_NUnfilled,MagpieData_mode_NUnfilled,MagpieData_minimum_GSbandgap,MagpieData_maximum_GSbandgap,MagpieData_range_GSbandgap,MagpieData_maximum_GSmagmom,compound_possible,target
-2.46216,9.0,50.0,41.0,505.08,166.39499999999998,169.34249999999997,3.0,3.98,2.0,2.0,2.0,3.0,2.5,0.0,0.0,0.0,14.0,7.0,2.625,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.97,1.97,0.0,0.0,0
-1.13987,19.0,60.0,41.0,1357.77,564.5930000000001,304.51680000000005,16.0,2.66,1.0,2.0,0.0,5.0,7.0,0.0,4.0,0.4,17.0,16.0,5.88,0.0,0.0,0.0,0.0,10.0,1.0,1.0,0.0,1.062,1.062,0.0,0.0,1
-0.63682,32.0,80.0,48.0,1211.4,886.4300000000001,326.055,12.0,2.01,2.0,2.0,0.0,2.0,5.0,0.0,14.0,3.5,26.0,24.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.383,0.383,0.0,0.0,0
-0.36116,1.0,78.0,77.0,2041.4,318.5777777777778,406.0903703703704,9.0,2.28,1.0,1.0,0.0,0.0,1.0,0.0,14.0,1.5555555555555556,24.0,23.0,4.54320987654321,0.0,0.0,0.1111111111111111,0.0,0.0,1.0,1.0,0.0,7.853,7.853,0.0,1.0,0
-3.08332,9.0,47.0,38.0,1814.0,404.299,448.0664,16.0,3.98,1.0,2.0,0.0,5.0,1.1,0.0,0.0,0.0,11.0,10.0,2.4799999999999995,0.0,0.0,0.9,0.0,0.0,1.0,1.0,0.0,1.97,1.97,6.35e-06,1.0,0
-3.52954,8.0,92.0,84.0,1770.0,550.6800000000001,595.0559999999999,14.0,3.44,2.0,2.0,0.0,4.0,0.1,0.0,12.0,1.5,14.0,12.0,1.6,0.0,0.0,0.9,0.0,11.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0
-0.39086,3.0,83.0,80.0,544.4,470.3825000000001,37.00875000000002,14.0,2.02,1.0,2.0,0.0,3.0,5.0,0.0,14.0,3.5,29.0,28.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0
-1.39498,19.0,59.0,40.0,1204.0,451.06200000000007,150.58760000000007,16.0,2.66,1.0,2.0,0.0,5.0,6.0,0.0,3.0,0.3,17.0,16.0,7.2,0.0,0.0,0.0,0.0,11.0,1.0,1.0,0.0,1.062,1.062,0.0,1.0,0
-3.4663,9.0,37.0,28.0,1814.0,307.238,304.4856,16.0,3.98,1.0,2.0,0.0,5.0,0.1,0.0,0.0,0.0,7.0,6.0,2.64,0.0,0.0,0.9,0.0,0.0,1.0,1.0,0.0,1.97,1.97,6.35e-06,1.0,0
-1.41631,8.0,13.0,5.0,933.47,494.135,439.335,3.0,3.44,2.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,6.0,3.0,1.5,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1
-2.9020900000000003,8.0,41.0,33.0,2750.0,548.171,641.0974,14.0,3.44,1.0,2.0,0.0,4.0,1.4,0.0,0.0,0.0,13.0,11.0,1.6799999999999995,0.0,0.0,0.6,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0
-3.00666,9.0,59.0,50.0,1234.93,338.485,352.392,16.0,3.98,1.0,2.0,0.0,5.0,1.0,0.0,3.0,0.3,11.0,10.0,2.2,0.0,0.0,0.0,0.0,11.0,1.0,1.0,0.0,1.97,1.97,0.0,1.0,0
-4.1762,8.0,90.0,82.0,2023.0,710.8666666666667,874.7555555555555,13.0,3.44,2.0,2.0,0.0,4.0,0.6666666666666666,0.0,0.0,0.0,6.0,2.0,0.888888888888889,0.0,0.0,2.6666666666666665,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0
-1.06471,3.0,83.0,80.0,544.4,394.411,41.85359999999999,16.0,2.66,1.0,2.0,0.0,5.0,7.0,0.0,14.0,1.4,29.0,28.0,7.44,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.062,1.062,0.0,1.0,0
-0.57054,1.0,76.0,75.0,3306.0,598.8955555555555,779.8474074074074,7.0,2.2,1.0,2.0,0.0,0.0,0.6666666666666666,0.0,14.0,1.5555555555555556,22.0,21.0,4.098765432098765,0.0,0.0,0.4444444444444444,0.0,0.0,0.0,1.0,0.0,7.853,7.853,0.0,0.0,0
-2.21187,34.0,70.0,36.0,1092.0,793.0,299.0,13.0,2.55,2.0,2.0,0.0,4.0,5.0,0.0,14.0,7.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.799,0.799,0.0,0.0,0
-0.46407,11.0,83.0,72.0,544.4,399.65,72.37499999999999,14.0,2.02,1.0,2.0,0.0,3.0,2.5,0.0,14.0,3.5,29.0,28.0,10.5,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1
-2.5073,9.0,82.0,73.0,600.61,235.87,243.16,3.0,3.98,2.0,2.0,2.0,3.0,3.333333333333333,0.0,14.0,4.666666666666667,28.0,21.0,9.333333333333334,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.97,1.97,0.0,1.0,0
-2.86781,9.0,50.0,41.0,505.08,161.22222222222223,143.62962962962962,16.0,3.98,1.0,2.0,0.0,5.0,1.1111111111111112,0.0,0.0,0.0,14.0,13.0,2.4197530864197527,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.97,1.97,0.0,1.0,0
-1.43067,11.0,53.0,42.0,1799.0,516.403,256.5194,16.0,2.66,1.0,2.0,0.0,5.0,6.1,0.0,0.0,0.0,17.0,16.0,7.44,0.0,0.0,0.9,0.0,0.0,1.0,1.0,0.0,1.062,1.062,0.0,1.0,0
-1.6947100000000002,8.0,14.0,6.0,1687.0,598.8666666666667,725.4222222222221,2.0,3.44,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,6.0,2.0,0.888888888888889,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.773,0.773,0.0,1.0,0
-0.6395200000000001,16.0,82.0,66.0,600.61,494.485,106.125,2.0,2.58,2.0,2.0,2.0,2.0,5.0,0.0,14.0,7.0,28.0,22.0,11.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.202,2.202,0.0,1.0,1
-1.22235,16.0,19.0,3.0,388.36,353.8066666666667,23.03555555555558,15.0,2.58,1.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,6.0,5.0,2.222222222222222,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.202,2.202,0.0,1.0,0
-0.57877,3.0,83.0,80.0,544.4,476.3675,34.01624999999997,14.0,2.02,1.0,2.0,0.0,3.0,2.5,0.0,14.0,3.5,29.0,28.0,10.5,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1
-0.34729,35.0,47.0,12.0,1234.93,750.365,484.56500000000005,6.0,2.96,1.0,2.0,0.0,5.0,10.0,0.0,0.0,0.0,17.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.457,1.457,0.0,1.0,0
-2.19843,9.0,47.0,38.0,1234.93,234.15375,270.98062500000003,6.0,3.98,1.0,2.0,0.0,5.0,1.25,0.0,0.0,0.0,11.0,6.0,0.9375,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.97,1.97,0.0,1.0,0
-1.10774,35.0,52.0,17.0,722.66,326.93111111111114,87.93975308641977,16.0,2.96,1.0,2.0,0.0,5.0,7.777777777777778,0.0,0.0,0.0,17.0,16.0,5.481481481481481,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.457,1.457,0.0,1.0,0
-1.05588,19.0,52.0,33.0,722.66,332.28,88.63999999999997,16.0,2.96,1.0,2.0,0.0,5.0,7.777777777777778,0.0,0.0,0.0,17.0,16.0,5.481481481481481,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.457,1.457,0.0,1.0,0
-3.31013,8.0,66.0,58.0,2750.0,676.38,745.8960000000001,14.0,3.44,1.0,2.0,0.0,4.0,0.4,0.0,10.0,1.0,12.0,10.0,1.6199999999999997,0.0,0.0,0.6,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0
-0.10557,3.0,11.0,8.0,453.69,335.325,136.1375,14.0,3.04,1.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,5.0,4.0,1.5,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,6.437,6.437,0.0,1.0,0
-1.80431,9.0,81.0,72.0,577.0,315.25,261.75,4.0,3.98,2.0,2.0,1.0,4.0,5.0,0.0,14.0,7.0,27.0,20.0,10.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.97,1.97,0.0,1.0,0
-3.33401,8.0,68.0,60.0,2750.0,684.88,756.096,14.0,3.44,1.0,2.0,0.0,4.0,0.4,0.0,12.0,1.2,14.0,12.0,1.7399999999999998,0.0,0.0,0.6,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0
-0.59675,16.0,48.0,32.0,594.22,491.29,102.93,4.0,2.58,2.0,2.0,0.0,4.0,5.0,0.0,0.0,0.0,12.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.202,2.202,0.0,1.0,1
-0.48064,34.0,50.0,16.0,505.08,499.54,5.539999999999992,2.0,2.55,2.0,2.0,2.0,2.0,10.0,0.0,0.0,0.0,16.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.799,0.799,0.0,1.0,0
-4.05994,9.0,56.0,47.0,1000.0,369.0,420.6666666666667,15.0,3.98,2.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,7.0,5.0,2.2222222222222223,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.97,1.97,0.0,1.0,0
-0.1219,19.0,78.0,59.0,2041.4,904.82,757.7199999999999,9.0,2.28,1.0,1.0,0.0,0.0,3.0,0.0,14.0,4.666666666666667,24.0,23.0,10.22222222222222,0.0,0.0,0.3333333333333333,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1
-0.21351,12.0,14.0,2.0,1687.0,1177.6666666666667,339.5555555555556,12.0,1.9,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,2.0,0.8888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.773,0.773,0.0,1.0,1
-2.5671,9.0,37.0,28.0,1728.0,304.479,301.17479999999995,16.0,3.98,1.0,2.0,0.0,5.0,0.8,0.0,0.0,0.0,10.0,9.0,2.7,0.0,0.0,0.2,0.0,0.0,1.0,1.0,0.0,1.97,1.97,0.5953947,0.0,0
-2.99251,8.0,22.0,14.0,1941.0,683.5333333333333,838.3111111111111,12.0,3.44,2.0,2.0,0.0,4.0,0.6666666666666666,0.0,0.0,0.0,6.0,2.0,0.888888888888889,0.0,0.0,2.6666666666666665,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.25333333333e-05,1.0,1
-2.67644,17.0,56.0,39.0,1000.0,447.73333333333335,368.17777777777775,15.0,3.16,2.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,7.0,5.0,2.2222222222222223,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.493,2.493,0.0,1.0,0
-2.57233,8.0,82.0,74.0,3290.0,663.402,755.4392,13.0,3.44,2.0,2.0,0.0,4.0,2.4,0.0,14.0,4.2,28.0,25.0,8.16,0.0,0.0,1.6,0.0,0.0,2.0,2.0,0.0,0.0,0.0,6.35e-06,1.0,0
0.02244,29.0,34.0,5.0,1357.77,1069.8466666666666,383.8977777777778,5.0,2.55,1.0,2.0,0.0,4.0,10.0,0.0,0.0,0.0,16.0,5.0,2.222222222222222,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.799,0.799,0.0,0.0,0
0.04886,53.0,83.0,30.0,544.4,426.23750000000007,59.08125000000001,2.0,2.66,2.0,2.0,3.0,2.0,10.0,0.0,14.0,3.5,29.0,12.0,4.5,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.062,1.062,0.0,1.0,0
0.21713,25.0,51.0,26.0,1519.0,1211.39,307.61,8.0,2.05,2.0,2.0,0.0,3.0,7.5,0.0,0.0,0.0,15.0,8.0,4.0,0.0,0.0,2.5,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.000310120689655,0.0,0
-2.9162,8.0,56.0,48.0,1799.0,503.158,538.0296000000001,14.0,3.44,2.0,2.0,0.0,4.0,1.1,0.0,0.0,0.0,15.0,13.0,2.08,0.0,0.0,0.9,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0
-1.06245,8.0,44.0,36.0,2607.0,905.5333333333332,1134.3111111111111,8.0,3.44,1.0,2.0,0.0,4.0,2.333333333333333,0.0,0.0,0.0,8.0,2.0,0.888888888888889,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0
-2.54687,9.0,45.0,36.0,2237.0,351.945,377.011,16.0,3.98,1.0,2.0,0.0,5.0,0.8,0.0,0.0,0.0,9.0,8.0,2.64,0.0,0.0,0.2,0.0,0.0,1.0,1.0,0.0,1.97,1.97,0.0,1.0,1
-2.09745,9.0,81.0,72.0,2237.0,408.287,433.2278,16.0,3.98,1.0,2.0,0.0,5.0,2.8,0.0,14.0,2.8,27.0,26.0,6.56,0.0,0.0,0.2,0.0,0.0,1.0,1.0,0.0,1.97,1.97,0.0,1.0,1
-0.62307,1.0,75.0,74.0,3459.0,278.04588235294113,374.2298961937716,16.0,3.16,1.0,2.0,0.0,5.0,0.2941176470588235,0.0,14.0,0.8235294117647058,21.0,20.0,3.543252595155709,0.0,0.0,0.2941176470588235,0.0,0.0,1.0,1.0,0.0,7.853,7.853,0.0,1.0,0
-1.077,33.0,79.0,46.0,1337.33,1106.8325,115.24874999999996,13.0,2.54,1.0,2.0,0.0,3.0,5.0,0.0,14.0,3.5,25.0,23.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
-3.0039,8.0,62.0,54.0,2896.0,656.98,722.616,14.0,3.44,1.0,2.0,0.0,4.0,0.5,0.0,6.0,0.6,8.0,6.0,1.36,0.0,0.0,0.5,0.0,8.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0
-2.20498,8.0,76.0,68.0,3306.0,600.567,700.8598,15.0,3.44,1.0,2.0,0.0,4.0,0.6,0.0,14.0,1.4,22.0,21.0,3.14,0.0,0.0,0.4,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1
-0.57706,1.0,61.0,60.0,1373.0,353.7575,509.62125,2.0,2.2,1.0,2.0,0.0,0.0,0.0,0.0,5.0,1.25,7.0,6.0,2.25,0.0,0.0,0.0,0.0,9.0,1.0,1.0,0.0,7.853,7.853,0.0,1.0,0
